Year   Moose  Wolves
 1959  552   20
 1960  590   26
 1961  558   32
 1962  527   35
 1963  438   37
 1964  332   37
 1965  226   36
 1966  146   32
 1967   64   28
 1968  100   21
 1969   34   18
 1970    8   13
 1971    0    9
 1972    0    6
 1973    0    5
 1974    0    5
 1975    0    4
 1976    0    4
 1977    0    4
 1978    0    4
 1979    0    3
 1980    0    3
 1981    0    1
 1982    0    1
 1983    0    1
 1984    0    1
 1985    0    1
 1986    0    0
 1987    0    0
 1988    0    0
 1989    0    0
 1990    0    0
 1991    0    0
 1992    0    0
 1993    0    0
 1994    0    0
 1995    0    0
 1996    0    0
 1997    0    0
 1998    0    0
 1999    0    0
 2000    0    0
 2001    0    0
 2002    0    0
 2003    0    0
 2004    0    0
 2005    0    0
 2006    0    0
 2007    0    0
 2008    0    0
 2009    0    0
 2010    0    0
 2011    0    0
 2012    0    0
 2013    0    0
 2014    0    0
 2015    0    0
 2016    0    0
 2017    0    0
 2018    0    0
