Year   Moose  Wolves
 1959  697   20
 1960  710   31
 1961  685   35
 1962  677   38
 1963  675   42
 1964  695   42
 1965  601   39
 1966  522   35
 1967  413   33
 1968  316   27
 1969  223   21
 1970  148   20
 1971   84   17
 1972   50   13
 1973   13    6
 1974    7    4
 1975    8    2
 1976    2    1
 1977    1    1
 1978    1    1
 1979    0    1
 1980    0    1
 1981    0    1
 1982    0    0
 1983    0    0
 1984    0    0
 1985    0    0
 1986    0    0
 1987    0    0
 1988    0    0
 1989    0    0
 1990    0    0
 1991    0    0
 1992    0    0
 1993    0    0
 1994    0    0
 1995    0    0
 1996    0    0
 1997    0    0
 1998    0    0
 1999    0    0
 2000    0    0
 2001    0    0
 2002    0    0
 2003    0    0
 2004    0    0
 2005    0    0
 2006    0    0
 2007    0    0
 2008    0    0
 2009    0    0
 2010    0    0
 2011    0    0
 2012    0    0
 2013    0    0
 2014    0    0
 2015    0    0
 2016    0    0
 2017    0    0
 2018    0    0
