Year   Moose  Wolves
 1959  600   20
 1960  571   18
 1961  532   18
 1962  506   31
 1963  427   31
 1964  327   31
 1965  259   26
 1966  204   22
 1967  128   20
 1968   71   15
 1969   29   13
 1970   10   13
 1971   15   10
 1972    4   10
 1973    6    5
 1974    0    1
 1975    0    0
 1976    0    0
 1977    0    0
 1978    0    0
 1979    0    0
 1980    0    0
 1981    0    0
 1982    0    0
 1983    0    0
 1984    0    0
 1985    0    0
 1986    0    0
 1987    0    0
 1988    0    0
 1989    0    0
 1990    0    0
 1991    0    0
 1992    0    0
 1993    0    0
 1994    0    0
 1995    0    0
 1996    0    0
 1997    0    0
 1998    0    0
 1999    0    0
 2000    0    0
 2001    0    0
 2002    0    0
 2003    0    0
 2004    0    0
 2005    0    0
 2006    0    0
 2007    0    0
 2008    0    0
 2009    0    0
 2010    0    0
 2011    0    0
 2012    0    0
 2013    0    0
 2014    0    0
 2015    0    0
 2016    0    0
 2017    0    0
 2018    0    0
