Year   Moose  Wolves
 1959  527   20
 1960  519   21
 1961  528   24
 1962  504   29
 1963  488   32
 1964  433   32
 1965  366   30
 1966  287   28
 1967  173   24
 1968   97   23
 1969   47   19
 1970   69   14
 1971   29   11
 1972    8    5
 1973    4    5
 1974    6    4
 1975    4    2
 1976    5    2
 1977    1    1
 1978    1    1
 1979    0    0
 1980    0    0
 1981    0    0
 1982    0    0
 1983    0    0
 1984    0    0
 1985    0    0
 1986    0    0
 1987    0    0
 1988    0    0
 1989    0    0
 1990    0    0
 1991    0    0
 1992    0    0
 1993    0    0
 1994    0    0
 1995    0    0
 1996    0    0
 1997    0    0
 1998    0    0
 1999    0    0
 2000    0    0
 2001    0    0
 2002    0    0
 2003    0    0
 2004    0    0
 2005    0    0
 2006    0    0
 2007    0    0
 2008    0    0
 2009    0    0
 2010    0    0
 2011    0    0
 2012    0    0
 2013    0    0
 2014    0    0
 2015    0    0
 2016    0    0
 2017    0    0
 2018    0    0
