Year   Moose  Wolves
 1959  527   20
 1960  531   24
 1961  556   30
 1962  497   36
 1963  419   37
 1964  329   36
 1965  234   35
 1966  182   34
 1967   95   33
 1968  123   34
 1969   41   27
 1970    5   22
 1971   10   17
 1972    0   12
 1973    0   11
 1974    0    7
 1975    0    6
 1976    0    3
 1977    0    2
 1978    0    0
 1979    0    0
 1980    0    0
 1981    0    0
 1982    0    0
 1983    0    0
 1984    0    0
 1985    0    0
 1986    0    0
 1987    0    0
 1988    0    0
 1989    0    0
 1990    0    0
 1991    0    0
 1992    0    0
 1993    0    0
 1994    0    0
 1995    0    0
 1996    0    0
 1997    0    0
 1998    0    0
 1999    0    0
 2000    0    0
 2001    0    0
 2002    0    0
 2003    0    0
 2004    0    0
 2005    0    0
 2006    0    0
 2007    0    0
 2008    0    0
 2009    0    0
 2010    0    0
 2011    0    0
 2012    0    0
 2013    0    0
 2014    0    0
 2015    0    0
 2016    0    0
 2017    0    0
 2018    0    0
