Year   Moose  Wolves
 1959  657   20
 1960  662   23
 1961  599   31
 1962  542   38
 1963  469   36
 1964  447   31
 1965  375   28
 1966  334   27
 1967  223   26
 1968  134   23
 1969   84   18
 1970   42   13
 1971   57   10
 1972   29    8
 1973    7    5
 1974   11    2
 1975    5    1
 1976    4    1
 1977    4    1
 1978    4    1
 1979    2    1
 1980    0    0
 1981    0    0
 1982    0    0
 1983    0    0
 1984    0    0
 1985    0    0
 1986    0    0
 1987    0    0
 1988    0    0
 1989    0    0
 1990    0    0
 1991    0    0
 1992    0    0
 1993    0    0
 1994    0    0
 1995    0    0
 1996    0    0
 1997    0    0
 1998    0    0
 1999    0    0
 2000    0    0
 2001    0    0
 2002    0    0
 2003    0    0
 2004    0    0
 2005    0    0
 2006    0    0
 2007    0    0
 2008    0    0
 2009    0    0
 2010    0    0
 2011    0    0
 2012    0    0
 2013    0    0
 2014    0    0
 2015    0    0
 2016    0    0
 2017    0    0
 2018    0    0
