Year   Moose  Wolves
 1959  709   20
 1960  746   24
 1961  714   31
 1962  653   34
 1963  589   37
 1964  535   37
 1965  475   42
 1966  418   36
 1967  299   31
 1968  203   30
 1969  114   27
 1970   70   23
 1971  104   21
 1972   51   18
 1973   17   11
 1974    7    6
 1975   10    2
 1976    7    2
 1977    9    2
 1978    2    2
 1979    0    2
 1980    0    2
 1981    0    2
 1982    0    1
 1983    0    0
 1984    0    0
 1985    0    0
 1986    0    0
 1987    0    0
 1988    0    0
 1989    0    0
 1990    0    0
 1991    0    0
 1992    0    0
 1993    0    0
 1994    0    0
 1995    0    0
 1996    0    0
 1997    0    0
 1998    0    0
 1999    0    0
 2000    0    0
 2001    0    0
 2002    0    0
 2003    0    0
 2004    0    0
 2005    0    0
 2006    0    0
 2007    0    0
 2008    0    0
 2009    0    0
 2010    0    0
 2011    0    0
 2012    0    0
 2013    0    0
 2014    0    0
 2015    0    0
 2016    0    0
 2017    0    0
 2018    0    0
